team,player,club,club_country,club_with_country,position,date_of_birth,age,age_as_of,age_source,age_source_url,fc26_ovr,rating_source,rating_confidence,notes,source_url,rating_url,headshot_url,last_verified_at
Norway,Sander Berge,Fulham,England,Fulham [England],MF,1998-02-18,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/sander-berge-228092,79,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/sander-berge-228092,https://www.fcratings.com/assets/images/post/228092.png,2026-06-26
Norway,Patrick Berg,Bodø/Glimt,Norway,Bodø/Glimt [Norway],MF,1997-11-24,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/patrick-berg-222227,79,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/patrick-berg-222227,https://www.fcratings.com/assets/images/post/222227.png,2026-06-26
Norway,Antonio Nusa,RB Leipzig,Germany,RB Leipzig [Germany],MF,2005-04-17,21,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/antonio-nusa-262863,78,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/antonio-nusa-262863,https://www.fcratings.com/assets/images/post/262863.png,2026-06-26
Norway,Jørgen Strand Larsen,Crystal Palace,England,Crystal Palace [England],FW,2000-02-06,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/jorgen-strand-larsen-238756,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/jorgen-strand-larsen-238756,https://www.fcratings.com/assets/images/post/238756.png,2026-06-26
Norway,Andreas Schjelderup,Benfica,Portugal (official),Benfica [Portugal (official)],MF,2004-06-01,22,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/andreas-schjelderup-260952,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/andreas-schjelderup-260952,https://www.fcratings.com/assets/images/post/260952.png,2026-06-26
Norway,Kristoffer Ajer,Brentford,England,Brentford [England],DF,1998-04-17,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/kristoffer-ajer-224258,76,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/kristoffer-ajer-224258,https://www.fcratings.com/assets/images/post/224258.png,2026-06-26
Norway,Kristian Thorstvedt,Sassuolo,Italy,Sassuolo [Italy],MF,1999-03-13,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/kristian-thorstvedt-242725,76,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/kristian-thorstvedt-242725,https://www.fcratings.com/assets/images/post/242725.png,2026-06-26
Norway,Oscar Bobb,Fulham,England,Fulham [England],MF,2003-07-12,22,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/oscar-bobb-277295,76,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/oscar-bobb-277295,https://www.fcratings.com/assets/images/post/277295.png,2026-06-26
Norway,Jens Petter Hauge,Bodø/Glimt,Norway,Bodø/Glimt [Norway],MF,1999-10-12,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/jens-petter-hauge-233848,76,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/jens-petter-hauge-233848,https://www.fcratings.com/assets/images/post/233848.png,2026-06-26
Norway,Leo Østigård,Genoa,Italy,Genoa [Italy],DF,1999-11-28,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/leo-ostigard-238516,75,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/leo-ostigard-238516,https://www.fcratings.com/assets/images/post/238516.png,2026-06-26
Norway,Ørjan Nyland,Sevilla,Spain,Sevilla [Spain],GK,1990-09-10,35,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/orjan-nyland-185427,74,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/orjan-nyland-185427,https://www.fcratings.com/assets/images/post/185427.png,2026-06-26
Algeria,Rayan Aït-Nouri,Manchester City,England,Manchester City [England],DF,2001-06-06,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/rayan-ait-nouri-242641,81,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/rayan-ait-nouri-242641,https://www.fcratings.com/assets/images/post/242641.png,2026-06-26
Algeria,Mohamed Amoura,VfL Wolfsburg,Germany,VfL Wolfsburg [Germany],FW,2000-05-09,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/mohamed-amoura-264697,80,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/mohamed-amoura-264697,https://www.fcratings.com/assets/images/post/264697.png,2026-06-26
Algeria,Ramy Bensebaini,Borussia Dortmund,Germany,Borussia Dortmund [Germany],DF,1995-04-16,31,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/ramy-bensebaini-224196,79,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/ramy-bensebaini-224196,https://www.fcratings.com/assets/images/post/224196.png,2026-06-26
Algeria,Amine Gouiri,Marseille,France,Marseille [France],FW,2000-02-16,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/amine-gouiri-240753,79,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/amine-gouiri-240753,https://www.fcratings.com/assets/images/post/240753.png,2026-06-26
Algeria,Ibrahim Maza,Bayer Leverkusen,Germany,Bayer Leverkusen [Germany],MF,2005-11-24,20,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/ibrahim-maza-275029,79,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/ibrahim-maza-275029,https://www.fcratings.com/assets/images/post/275029.png,2026-06-26
Algeria,Aïssa Mandi,Lille,France,Lille [France],DF,1991-10-22,34,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/aissa-mandi-201143,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/aissa-mandi-201143,https://www.fcratings.com/assets/images/post/201143.png,2026-06-26
Algeria,Nabil Bentaleb,Lille,France,Lille [France],MF,1994-11-24,31,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/nabil-bentaleb-213296,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/nabil-bentaleb-213296,https://www.fcratings.com/assets/images/post/213296.png,2026-06-26
Algeria,Houssem Aouar,Al-Ittihad,Saudi Arabia,Al-Ittihad [Saudi Arabia],MF,1998-06-30,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/houssem-aouar-234906,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/houssem-aouar-234906,https://www.fcratings.com/assets/images/post/234906.png,2026-06-26
Algeria,Hicham Boudaoui,Nice,France,Nice [France],MF,1999-09-23,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/hicham-boudaoui-253157,76,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/hicham-boudaoui-253157,https://www.fcratings.com/assets/images/post/253157.png,2026-06-26
Algeria,Farès Chaïbi,Eintracht Frankfurt,Germany,Eintracht Frankfurt [Germany],MF,2002-11-28,23,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/fares-chaibi-270670,76,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/fares-chaibi-270670,https://www.fcratings.com/assets/images/post/270670.png,2026-06-26
Algeria,Anis Hadj-Moussa,Feyenoord,Netherlands,Feyenoord [Netherlands],FW,2002-02-11,24,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/anis-hadj-moussa-70726,76,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/anis-hadj-moussa-70726,https://www.fcratings.com/assets/images/post/70726.png,2026-06-26
Algeria,Ramiz Zerrouki,Twente,Netherlands,Twente [Netherlands],MF,1998-05-26,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/ramiz-zerrouki-252383,73,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/ramiz-zerrouki-252383,https://www.fcratings.com/assets/images/post/252383.png,2026-06-26
Algeria,Rafik Belghali,Hellas Verona,Italy,Hellas Verona [Italy],DF,2002-06-07,24,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/rafik-belghali-276314,70,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/rafik-belghali-276314,https://www.fcratings.com/assets/images/post/276314.png,2026-06-26
Algeria,Samir Chergui,Paris FC,France,Paris FC [France],DF,1999-02-06,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/samir-chergui-248477,70,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/samir-chergui-248477,https://www.fcratings.com/assets/images/post/248477.png,2026-06-26
Algeria,Luca Zidane,Granada,Spain,Granada [Spain],GK,1998-05-13,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/luca-zidane-240311,68,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/luca-zidane-240311,https://www.fcratings.com/assets/images/post/240311.png,2026-06-26
Austria,Konrad Laimer,Bayern Munich,Germany,Bayern Munich [Germany],MF,1997-05-27,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/konrad-laimer-225375,84,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/konrad-laimer-225375,https://www.fcratings.com/assets/images/post/225375.png,2026-06-26
Austria,Marcel Sabitzer,Borussia Dortmund,Germany,Borussia Dortmund [Germany],MF,1994-03-17,32,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/marcel-sabitzer-204923,81,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/marcel-sabitzer-204923,https://www.fcratings.com/assets/images/post/204923.png,2026-06-26
Austria,Nicolas Seiwald,RB Leipzig,Germany,RB Leipzig [Germany],MF,2001-05-04,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/nicolas-seiwald-257876,80,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/nicolas-seiwald-257876,https://www.fcratings.com/assets/images/post/257876.png,2026-06-26
Austria,Kevin Danso,Tottenham Hotspur,England,Tottenham Hotspur [England],DF,1998-09-19,27,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/kevin-danso-237985,79,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/kevin-danso-237985,https://www.fcratings.com/assets/images/post/237985.png,2026-06-26
Austria,Stefan Posch,Mainz 05,Germany,Mainz 05 [Germany],DF,1997-05-14,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/stefan-posch-223671,78,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/stefan-posch-223671,https://www.fcratings.com/assets/images/post/223671.png,2026-06-26
Austria,Xaver Schlager,RB Leipzig,Germany,RB Leipzig [Germany],MF,1997-09-28,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/xaver-schlager-233195,78,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/xaver-schlager-233195,https://www.fcratings.com/assets/images/post/233195.png,2026-06-26
Austria,Philipp Lienhart,SC Freiburg,Germany,SC Freiburg [Germany],DF,1996-07-11,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/philipp-lienhart-231366,78,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/philipp-lienhart-231366,https://www.fcratings.com/assets/images/post/231366.png,2026-06-26
Austria,Romano Schmid,Werder Bremen,Germany,Werder Bremen [Germany],MF,2000-01-27,26,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/romano-schmid-239701,78,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/romano-schmid-239701,https://www.fcratings.com/assets/images/post/239701.png,2026-06-26
Austria,Carney Chukwuemeka,Borussia Dortmund,Germany,Borussia Dortmund [Germany],MF,2003-10-20,22,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/carney-chukwuemeka-259356,78,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/carney-chukwuemeka-259356,https://www.fcratings.com/assets/images/post/259356.png,2026-06-26
Austria,Patrick Wimmer,VfL Wolfsburg,Germany,VfL Wolfsburg [Germany],FW,2001-05-30,25,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/patrick-wimmer-254566,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/patrick-wimmer-254566,https://www.fcratings.com/assets/images/post/254566.png,2026-06-26
Austria,Marco Friedl,Werder Bremen,Germany,Werder Bremen [Germany],DF,1998-03-16,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/marco-friedl-237595,77,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/marco-friedl-237595,https://www.fcratings.com/assets/images/post/237595.png,2026-06-26
Austria,Florian Grillitsch,Braga,Portugal (official),Braga [Portugal (official)],MF,1995-08-07,30,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/florian-grillitsch-228336,76,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/florian-grillitsch-228336,https://www.fcratings.com/assets/images/post/228336.png,2026-06-26
Austria,Michael Gregoritsch,FC Augsburg,Germany,FC Augsburg [Germany],FW,1994-04-18,32,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/michael-gregoritsch-199439,75,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/michael-gregoritsch-199439,https://www.fcratings.com/assets/images/post/199439.png,2026-06-26
Austria,Phillipp Mwene,Mainz 05,Germany,Mainz 05 [Germany],DF,1994-01-29,32,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/phillipp-mwene-216275,75,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/phillipp-mwene-216275,https://www.fcratings.com/assets/images/post/216275.png,2026-06-26
Austria,Alexander Schlager,Red Bull Salzburg,Austria,Red Bull Salzburg [Austria],GK,1996-02-01,30,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/alexander-schlager-215522,72,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a final-squad depth option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/alexander-schlager-215522,https://www.fcratings.com/assets/images/post/215522.png,2026-06-26
Jordan,Musa Al Tamari,Rennes,France,Rennes [France],FW,1997-06-10,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/musa-al-tamari-259191,76,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/musa-al-tamari-259191,https://www.fcratings.com/assets/images/post/259191.png,2026-06-26
Jordan,Yazan Al Arab,FC Seoul,South Korea,FC Seoul [South Korea],DF,1996-01-31,30,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/yazan-al-arab-73466,75,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/yazan-al-arab-73466,https://www.fcratings.com/assets/images/post/73466.png,2026-06-26
Jordan,Ihsan Haddad ( captain ),Al-Hussein,Jordan,Al-Hussein [Jordan],DF,1994-02-05,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Ihsan_Haddad,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Mahmoud Al-Mardi,Al-Hussein,Jordan,Al-Hussein [Jordan],FW,1993-10-06,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Mahmoud_Al-Mardi,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Yazeed Abulaila,Al-Hussein,Jordan,Al-Hussein [Jordan],GK,1993-01-08,33,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Yazeed_Abulaila,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Rajaei Ayed,Al-Hussein,Jordan,Al-Hussein [Jordan],MF,1993-07-25,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Rajaei_Ayed,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Noor Al-Rawabdeh,Selangor,Malaysia,Selangor [Malaysia],MF,1997-02-24,29,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Noor_Al-Rawabdeh,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Ali Olwan,Al-Sailiya,Qatar,Al-Sailiya [Qatar],FW,2000-03-26,26,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Ali_Olwan,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Abdallah Nasib,Al-Zawraa,Iraq,Al-Zawraa [Iraq],DF,1994-02-25,32,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Abdallah_Nasib,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Ibrahim Sadeh,Al-Karma,Iraq,Al-Karma [Iraq],MF,2000-04-27,26,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Ibrahim_Sadeh,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Mohammad Abu Hashish,Al-Karma,Iraq,Al-Karma [Iraq],DF,1995-05-09,31,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Mohammad_Abu_Hashish,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Nizar Al-Rashdan,Qatar SC,Qatar,Qatar SC [Qatar],MF,1999-03-23,27,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Nizar_Al-Rashdan,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Mohammad Abu Zrayq,Raja Casablanca,Morocco,Raja Casablanca [Morocco],FW,1997-12-30,28,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Mohammad_Abu_Zrayq,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Mohannad Abu Taha,Al-Quwa Al-Jawiya,Iraq,Al-Quwa Al-Jawiya [Iraq],MF,2003-02-02,23,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Mohannad_Abu_Taha,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
Jordan,Saed Al-Rosan,Al-Hussein,Jordan,Al-Hussein [Jordan],DF,1997-02-01,29,2026-06-27,Wikipedia infobox bday,https://en.wikipedia.org/wiki/Saed_Al-Rosan,,not_collected,unknown,Final-squad seed row from the 2026 World Cup squads page; FC 26 OVR was not matched in the fallback ratings index.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,2026-06-26
DR Congo,Yoane Wissa,Newcastle United,England,Newcastle United [England],FW,1996-09-03,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/yoane-wissa-234824,81,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/yoane-wissa-234824,https://www.fcratings.com/assets/images/post/234824.png,2026-06-26
DR Congo,Simon Banza,Al Jazira,United Arab Emirates,Al Jazira [United Arab Emirates],FW,1996-08-13,29,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/simon-banza-231652,80,third_party_fc_database,low,Final-squad seed row from the 2026 World Cup squads page; selected as a strong rated squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/simon-banza-231652,https://www.fcratings.com/assets/images/post/231652.png,2026-06-26
DR Congo,Aaron Wan-Bissaka,West Ham United,England,West Ham United [England],DF,1997-11-26,28,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/aaron-wan-bissaka-229880,79,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/aaron-wan-bissaka-229880,https://www.fcratings.com/assets/images/post/229880.png,2026-06-26
DR Congo,Noah Sadiki,Sunderland,England,Sunderland [England],MF,2004-12-17,21,2026-06-27,FC Ratings schema.org birthDate,https://www.fcratings.com/noah-sadiki-269230,78,third_party_fc_database,medium,Final-squad seed row from the 2026 World Cup squads page; selected as a useful rotation-level squad option for this prototype watchlist.,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,https://www.fcratings.com/noah-sadiki-269230,https://www.fcratings.com/assets/images/post/269230.png,2026-06-26
